ID - Ahrens,SHA stream code,Ahrens Sub-Area,0,River,Revised based on Region input 2013 - Runtiming,Stock assessment,Assessment details,Ron 2013 - productivity,Ron's comments 2013,Watershed Map Code - AHRENS,WSC from SHA,New WSC from SHA,WB_ID from SHA,Stream Order,MPM Comments 2013,Wild Stock Trend,Wild Stock Status,Classification 2005,Classification status 2013,Recent Escapements 1,Smolt Capacity 2,Anandromous Length (km),Bank Full Width (m),Bank Full Depth (m),Bank Full Discharge (m3/s),Mean River Gradient (%),Watershed Area (km2),Mean Watershed Elevation (m),Proportion Wetland,Proportion Alpine,Productivity,Productivity Type,Habitat Comments,Habitat Restoration To Date,Special Habitat Protection Requirements,Steelhead Objectives and Strategies,Notes,Angling Regulations,
19,101,East Vancouver Island,1,Puntledge (Courtenay) River,Winter/Summer,,,,,920553200,920-5532-942-000-000-000-000-000-000-000-000-000,920-553200-94200-00000-0000-0000-000-000-000-000-000-000,307749,6,Historic SR now probably LE based on recent assessment,In Decline,Extreme Conservation Concern (for remnant wild stocks),Hatchery,wild,"<50/<50 Summer Run,",5357,2.35575,54.03992,2.00601,325.2372,1,858.92,611.9449,0.00664,0.04546, Low,Natural,"Long-standing BC Hydro project in watershed, chronic problems with low summer flows and high temperatures partially addressed by Interim Flow Order from Water Comptroller effectively doubling the base flow from 2.8 to 5.7 cms starting in 1998. It remains in effect until completion of current Water Use Plan. Seal predation in Courtenay and lower Puntledge Rivers is essentially resolved by cull program that started circa 1999. Baseflow alkalinity low at  16 mg/L and predicted capacity per steelhead size class is 145 g/Unit Cruickshank River 215.5 sq. km, Mean Annual Discharge 17.9 cu. m/s is the largest tributary to Comox Lake.","Several restoration projects including  two side-channels, small tributary complexing, salmon carcass distribution by federal hatchery staff and fishways at Stotan Falls, Nibs Falls, Browns River Falls and Comox Lake Dam.",Several issues around:BC Hydro's regulation of flows through the WUP process;Acid rock drainage from the headwaters of Tsolum River;Impacts from private forestry lands throughout the watershed; and Increasing urbanization of the lower Puntledge River basin including the estuary. ,Return stocks to approx. 200 -300 adult return capable of supporting a catch and release fishery over 10-km fishable water. Continue to  improve  river hydrograph to reflect pre-regulation conditions as closely as possible. Investigate feasibility of cold-water siphon from Comox Lake and other projects in WUP process.,Quantify what part of the bedrock reach between the point-of-diversion and the power house is suitable parr habitat and what means are available to enhance parr cover. Quantify and restore steelhead rearing capacity below power-house since regulated summer base flows are much higher than compared to natural regime. Seek appropriate compensation for lost habitat resulting from the head pond. Summer steelhead production comes from Cruickshank River and main Puntledge between Nibs Falls and diversion. The significant amount of poaching in this watershed could potentially undermine extensive salmon and steelhead recovery efforts.,Steelhead Closure Year-round,
1,102,East Vancouver Island,1,Quatse River,Winter,,,,,920896200,920-8962-000-000-000-000-000-000-000-000-000-000,920-896200-00000-00000-0000-0000-000-000-000-000-000-000,314411,4,,In Decline,Extreme  Conservation Concern (for remnant wild stock),Augmented,augmented,100-200,1557,16.16425,27.6402,1.37161,113.1314,5,85.89,229.3858,0.01342,0,Low,Natural,"Stream bank erosion (slumping clay banks), loss of stable woody debris, low summer flows, urban and industrial impacts, particularly downstream of Quatse Hatchery. Baseflow alkalinity very low at 10 mg/L and predicted biomass or capacity per steelhead size class is 115 g/Unit.",,"Minimize new and address current  urban and industrial impacts downstream of the Quatse Hatchery.
Improve logging practices to minimize impacts on the stream.","Enhance existing steelhead fishery through reinstating hatchery release of 15,000 smolts a year and reducing fry stocking (no change to egg-take target).
Conduct a biophysical inventory/habitat capability assessment.
Investigate feasibility of providing headwater storage on Quatse Lake to provide conservation flows in all mainstem reaches.","Wightman 1998 suggests measures for trying to rebuild wild populations. Wild steelhead spawners have since dropped to such low levels that this may not be possible. It is recommended that habitat protection be improved, stream fertilization be done and fry stocking directed to vacant habitat. These measures would benefit wild production of all salmonid species present.  ","Catch & release wild fish, retain 1 hatchery fish/day, extensive headwater seasonal closure.",
16,103,East Vancouver Island,1,Quinsam River,Winter,,,,,920462800,920-6279-036-000-000-000-000-000-000-000-000-000,920-627900-03600-00000-0000-0000-000-000-000-000-000-000,308453,4,,In Decline,Extreme Conservation Concern,Augmented,augmented,100-150,3494,28.30966,33.31518,1.51545,149.2426,9,321.75,561.3148,0.00352,0.01171,Moderate,Natural,"Up to 5.7 cu m/s diverted to Lower Campbell Lake  below Quinsam and Wokas Lakes. Some logging damage - forest lands held privately, urbanization in lower reaches, mine drainage issue - Quinsam Coal and abandoned mine. Recent strong pink returns should provide nutrients for improved juvenile steelhead growth and survival. Periodically very low summer flows. Parr habitat limited by scarce LWD in gravel-bed channel.   Baseflow alkalinity moderate at  40 mg/L and predicted capacity per steelhead size class is 230 g/Unit.",Very little done to date.,Any mining developments must have no drainage impacts.Minimize urban and other impacts - improve public awareness of habitat protection requirements.Ensure good logging practices are followed on private land.Improve fish conservation flows (especially adult and smolt passage flows) through Water Use Plan process.Ensure water quality monitoring is on-going despite mine closures and government budget restraint.,"Rebuild wild stocks (including returns from LGB smolt releases)  into the Routine Management Zone capable of supporting a catch and release fishery based on 3,000 angler days a year.",,Steelhead Seasonal Closure,
146,,South Coast,1,Rainbow Creek,Winter,,,,,900878100,,,,3,,,Extreme Conservation Concern,Wild,wild,,950,9.76675,16.44626,1.05965,55.24366,12,51.46,666,0,0.21686,,,,,,,,,
147,,South Coast,1,Read Creek,Winter,,,,,900501200,,,,3,,,Extreme Conservation Concern,Wild,wild,,923,7.01511,14.62869,1.0029,47.41158,10,56.56,433,0.00519,0,,,,,,,,,
148,,West Vancouver Island,1,Renfrew Creek,Winter,,,,,9300538001210005400,,,,3,,,Conservation Concern,Wild,wild,,982,9.33165,15.52328,1.03114,51.21364,15,36.71,456,0,0,,,,,,,,,
,104,,1,Roberston River,,,,,,,920-2577-685-000-000-000-000-000-000-000-000-000,920-257700-68500-00000-0000-0000-000-000-000-000-000-000,306594,,,,,,,,,,,,,,,,,,,,,,,,,,
,105,,1,Rosewall Creek,,,,,,,920-5106-000-000-000-000-000-000-000-000-000-000,920-510600-00000-00000-0000-0000-000-000-000-000-000-000,307518,,,,,,,,,,,,,,,,,,,,,,,,,,
13,107,East Vancouver Island,1,Salmon River,winter,,,,,920725300,920-7253-000-000-000-000-000-000-000-000-000-000,920-725300-00000-00000-0000-0000-000-000-000-000-000-000,309753,6,WR  ,Stable with some recovery (particularly winter run),Winter Run: Routine Management Summer Run: Extreme Conservation Concern,Wild,wild,200-500/50-100,9318,68.38743,66.99114,2.2983,474.5639,8,1336.19,621.7743,0.0076,0.03696,Low,Natural,"BC Hydro diversion to Campbell system - canal capacity about 42 cms. High logging impacts, BC Hydro Diversion, river over-widened with loss of riparian zone, minimum flows may be inadequate in some years, estuary in very good condition. White River supports summer steelhead, some observed d/s of Island Hwy bridge. 0ver 80 km accessible length is increasing with improved passage.  Memekay (major tributary) has 214.4 sq. km and MAD of 9.9 m3/s.  Baseflow alkalinity low at 20 mg/L and predicted capacity per steelhead size class is 162 g/Unit",Long-term history including:boulder obstruction removal from mainstem canyon and large increase in accessible length;habitat complexing with mixed results;diversion smolt screening and adult fishway; long-term enrichment project since 1990; LWD placements at 25 sites in Spirit and Big Tree Creeks (WRP);Grilse Creek side-channel/alcove and LWD placements (2000);Paterson Creek culvert removals (2001). placements (2000);Paterson Creek culvert removals (2001).,Determine and provide acceptable conservation flows below BC Hydro diversion. Ensure good logging practices are followed.,"Return stocks to 800 - 1000 fish under average ocean survivals (13%) & maintain catch and release fishery. Review present management plan and update 23-year old habitat capability study.  Conduct genetic stock identification on the White and Memekay systems in comparison with mainstem stocks. Install electronic fish counter in the fishway at the diversion dam (done in 2001, but damaged by floating debris). ",Salmon River is a success story for stream restoration/ enrichment. Steelhead stocks have fared much better during the downturn in marine survivals than in other north-east coast Island systems.,"Limited Steelhead Fishery - catch and release of wild fish, extensive headwater closure year-round",
259,108,West Vancouver Island,1,San Josef River,Winter,,,,,930979400,930-9794-000-000-000-000-000-000-000-000-000-000,930-979400-00000-00000-0000-0000-000-000-000-000-000-000,326131,5,,In Decline,Extreme Conservation Concern,Wild,wild,100-200 WR,2040,24.68652,34.83813,1.55306,159.7608,7,103.48,165.818,0.00983,0,Low,Natural,,A culvert removal project was completed in 1997 to improve fish access to one of the major tributaries.,Improve logging practices through strict application of good forest practices - particular emphasis should be placed on cut blocks on steep slopes in headwater reaches and on tributaries. The lower 1 km of river including the estuary is located within Cape Scott Provincial Park. The main trailhead is located approxamately 2 km upstream of the estuary and includes a recreaton site.,Maintain small catch and release wild fishery over fishable length.,,"Wild Steelhead Release, Bait Ban, Single Barbless
Hook",
241,109,West Vancouver Island,1,San Juan River,Winter/Summer,,,,"San Juan proper - mainly winter, Harris contained, Hemmingson Creek (trib of Harrs) is summer, U. Harris is summer, l. Harris is winter",930053800,930-0538-000-000-000-000-000-000-000-000-000-000,930-053800-00000-00000-0000-0000-000-000-000-000-000-000,316022,5,,In Decline,Extreme Conservation Concern,Wild,wild,"<50 SR, 200-300 WR*",5668,40.54541,54.85044,2.02453,333.6493,12,669.61,511.3013,0.00175,0,Low,Fertilized,There has been noted infilling of pools and widening of the mainstem as a result of increased sediment loading. Lower reaches tend to have a significantly higher percentage of fines in the substrate compostion. Loss of LWD has been observed in many holding pools which may decrease parr habitat and production. All reaches of the San Juan River surveyed were found to be deficient in LWD.,"Restoration work in the San Juan watershed has focused mainly on tributaries. Restoration work completed is as follows: 5 Mile Creek- 34 LWD structures, Halliday Creek- 14 rock riffles, Renfrew Creek- 10 LWD structures and off channel habitat, Tremblay Creek- off channel habitat, Mosquito Creek- 2 LWD/rock riffle sites.  See Lens and Harris Creek summaries for additional restoration work.",Improve logging practices through strict application of good forest practices - particular emphasis should be placed on cut blocks on steep slopes in headwater reaches and on tributaries.,Recover wild stocks and maintain catch and release wild fishery over fishable length.  Continue to monitor stocks in important tributaries such as Harris and Lens Creeks as well as the San Juan mainstem.,,"Wild Steelhead Release, Bait Ban, Single Barbless
Hook, no fishing above Fleet River including tributaries",
,110,,1,Sandhill Creek,,,,,,,920-1407-000-000-000-000-000-000-000-000-000-000,920-140700-00000-00000-0000-0000-000-000-000-000-000-000,306239,,,,,,,,,,,,,,,,,,,,,,,,,,
242,112,West Vancouver Island,1,Sarita River,Winter/Summer,,,,"Sarita R. Proper is winter only, S. Sarita is winter and summer,",930110800,930-1108-000-000-000-000-000-000-000-000-000-000,930-110800-00000-00000-0000-0000-000-000-000-000-000-000,317445,5,,In Decline,Extreme Conservation Concern,Wild,wild,"100-125 WR, <50 SR",1770,8.87332,25.76986,1.32262,102.2605,12,191.61,385.7251,0.00053,0,Low,Natural,South Sarita has 12.3 km of anadromous habitat historicaly occupied by summer steelhead.  A recreational fishing corridor exists on 8.85 km of the Sarita and 16.8 km of the South Sarita.  Habitat availability during low flows limits production. Good spawning habitat but limited pools and cover elements. Upper reaches of South Sarita and Sabrina Creek have been heavily impacted by logging.,Extensive construction in 2000 and 2001 resulted in 100 new and modified LWD/boulder-riffle structures over 6 km.,Improve logging practices through strict application of good forest practices - particular emphasis should be placed on cut blocks on steep slopes in headwater reaches and on tributaries.,Maintain small catch and release wild fishery over fishable length.,,"Wild Steelhead Release, Bait Ban, Single Barbless
Hook",
,111,,1,Satiago Creek,,,,,,,930-5624-000-000-000-000-000-000-000-000-000-000,930-562400-00000-00000-0000-0000-000-000-000-000-000-000,322189,,,,,,,,,,,,,,,,,,,,,,,,,,
46,228,South Coast,1,Seymour River,Winter/Summer,,,,,900875400,900-0661-000-000-000-000-000-000-000-000-000-000,900-066100-00000-00000-0000-0000-000-000-000-000-000-000,263903,4,,In Serious Decline,Extreme Conservation Concern,Augmented,augmented,100-200,2674,3.97352,42.52397,1.7383,218.4737,14,419.88,1029.686,0,0.3259,Low,Natural,"GVRD Water Supply Dam, urbanization in lower reaches.  System is gravel deficient because of lack of recruitment. Has reasonable base flows and juvenile habitats based on intense juvenile analysis in mid 1980s. Seal predation on smolts identified as a major concern. Serious lower river flood plain constriction. Estuary significantly altered by dredging, infilling on tidal flats and port development. Biomass 150g/unit.","Several multi-species, off-channel developments throughout the river below the dam.
Fisheries and Oceans removal of an obstruction that MLAP felt had potentially negative impacts on summer steelhead",,"Initiate a comprehensive recovery program to halt the apparent serious decline in steelhead abundance and rebuild wild stocks into the routine management zone so they can be sustained while angling is conducted targeting hatchery fish and other species. 
Conduct an immediate review of existing regulations to provide enhanced protection of declining steelhead populations. 
Survey reported predation and ensure that there are no structures or conditions in-river that facilitate unusually high predation. 
Upgrade habitat capability (including flow regime through a Water Use Plan)
Review the existing two-year smolt augmentation program with a view to finding ways of improving hatchery smolt survivals and/or re-balancing the mix of hatchery and wild production. 
Improve public awareness of habitat protection requirements.
Improve stock assessment to provide more reliable annual estimates of wild and hatchery escapements and smolt marine survivals.",Community Hatchery and BCIT Training facility.,"Marked steelhead retention fishery - wild catch and release, bait ban plus area angling closures and fly fishing regulations",
